ID1,ID2,EdgeType,Score,Annotation
3188,3200,MS1 annotation,3,[2M-2H2O+2H]+2 [M+Na]+ dm/z=39.99277
3254,3268,MS1 annotation,5,[M+NH4]+ [2M+Na]+ dm/z=413.24381
3254,3270,MS1 annotation,5,[M-3H2O+H]+ [2M+Na]+ dm/z=484.30211
3254,3267,MS1 annotation,5,[M-2H2O+H]+ [2M+Na]+ dm/z=466.29146
3267,3268,MS1 annotation,5,[M+NH4]+ [M-2H2O+H]+ dm/z=53.04765
3268,3269,MS1 annotation,5,[2M+H]+ [M+NH4]+ dm/z=391.26193
3275,3278,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.98203
3275,3276,MS1 annotation,3,[2M-2H2O+2H]+2 [M+Na]+ dm/z=39.9926
3306,3335,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98187
3306,3335,MS1 annotation,2,[M+Na]+ [2M+2H]+2 dm/z=21.98187
3343,3351,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.9822
3343,3351,MS1 annotation,2,[M+Na]+ [2M+2H]+2 dm/z=21.9822
3368,3370,MS1 annotation,2,[M+NH4]+ [M+H]+ dm/z=17.02667
3368,3370,MS1 annotation,2,[M+NH4]+ [2M+2H]+2 dm/z=17.02667
3395,3399,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98208
3417,3425,MS1 annotation,2,[M+NH4]+ [M+Na]+ dm/z=4.95544
3447,3448,MS1 annotation,2,[M+Na]+ [M+NH4]+ dm/z=4.95511
3454,3464,MS1 annotation,2,[2M+2H]+2 [M+Na]+ dm/z=21.98229
3512,3514,MS1 annotation,2,[2M+2H]+2 [M+Na]+ dm/z=21.98185
3526,3529,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.982
3526,3529,MS1 annotation,2,[M+Na]+ [2M+2H]+2 dm/z=21.982
3531,3532,MS1 annotation,2,[M+H]+ [M+NH4]+ dm/z=17.02724
3546,3569,MS1 annotation,3,[2M-2H2O+2H]+2 [M+NH4]+ dm/z=35.03719
3546,3560,MS1 annotation,3,[M+Na]+ [M+NH4]+ dm/z=4.95537
3547,3554,MS1 annotation,6,[M-H2O+H]+ [2M+NH4]+ dm/z=425.31516
3547,3553,MS1 annotation,6,[M+Na]+ [2M+NH4]+ dm/z=385.32268
3547,3552,MS1 annotation,6,[M+H]+ [2M+NH4]+ dm/z=407.30471
3549,3555,MS1 annotation,6,[M+NH4]+ [2M+Na]+ dm/z=395.23334
3549,3554,MS1 annotation,6,[M-H2O+H]+ [2M+Na]+ dm/z=430.27043
3549,3552,MS1 annotation,6,[M+H]+ [2M+Na]+ dm/z=412.25998
3552,3555,MS1 annotation,6,[M+NH4]+ [M+H]+ dm/z=17.02665
3552,3553,MS1 annotation,6,[M+Na]+ [M+H]+ dm/z=21.98203
3552,3555,MS1 annotation,6,[M+NH4]+ [2M+2H]+2 dm/z=17.02665
3552,3553,MS1 annotation,6,[M+Na]+ [2M+2H]+2 dm/z=21.98203
3553,3555,MS1 annotation,6,[M+NH4]+ [M+Na]+ dm/z=4.95538
3553,3554,MS1 annotation,6,[2M-2H2O+2H]+2 [M+Na]+ dm/z=39.99247
3554,3555,MS1 annotation,6,[M+NH4]+ [M-H2O+H]+ dm/z=35.03709
3554,3555,MS1 annotation,6,[M+NH4]+ [2M-2H2O+2H]+2 dm/z=35.03709
3560,3569,MS1 annotation,3,[2M-2H2O+2H]+2 [M+Na]+ dm/z=39.99256
3589,3597,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98219
3589,3594,MS1 annotation,3,[M+NH4]+ [M+H]+ dm/z=17.02655
3589,3597,MS1 annotation,3,[M+Na]+ [2M+2H]+2 dm/z=21.98219
3589,3594,MS1 annotation,3,[M+NH4]+ [2M+2H]+2 dm/z=17.02655
3594,3597,MS1 annotation,3,[M+Na]+ [M+NH4]+ dm/z=4.95564
3620,3626,MS1 annotation,2,[M+NH4]+ [M-H2O+H]+ dm/z=35.0372
3620,3626,MS1 annotation,2,[M+NH4]+ [2M-2H2O+2H]+2 dm/z=35.0372
3633,3637,MS1 annotation,4,[M+H]+ [M+K]+ dm/z=37.95579
3633,3780,MS1 annotation,4,[M+NH4]+ [M+K]+ dm/z=20.92928
3633,3706,MS1 annotation,4,[M+Na]+ [M+K]+ dm/z=15.97398
3637,3780,MS1 annotation,4,[M+NH4]+ [M+H]+ dm/z=17.02652
3665,3666,MS1 annotation,3,[2M-2H2O+2H]+2 [M+Na]+ dm/z=39.99274
3665,3667,MS1 annotation,3,[2M+2H]+2 [M+Na]+ dm/z=21.98211
3669,3688,MS1 annotation,4,[M+Na]+ [M-H2O+H]+ dm/z=39.99261
3669,3827,MS1 annotation,4,[M+Na]+ [M-H2O+H]+ dm/z=39.99263
3669,3688,MS1 annotation,4,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.99261
3669,3827,MS1 annotation,4,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.99263
3674,3685,MS1 annotation,2,[M+NH4]+ [M+H]+ dm/z=17.0266
3688,3814,MS1 annotation,4,[2M-2H2O+2H]+2 [M+Na]+ dm/z=39.99257
3693,3733,MS1 annotation,3,[M+NH4]+ [M-H2O+H]+ dm/z=35.03718
3693,3733,MS1 annotation,3,[M+NH4]+ [2M-2H2O+2H]+2 dm/z=35.03718
3706,3780,MS1 annotation,4,[M+NH4]+ [M+Na]+ dm/z=4.9553
3733,3751,MS1 annotation,3,[M+Na]+ [M+NH4]+ dm/z=4.95546
3754,3763,MS1 annotation,5,[M-2H2O+H]+ [2M+NH4]+ dm/z=445.34154
3758,3791,MS1 annotation,2,[M+NH4]+ [M+Na]+ dm/z=4.95524
3761,3764,MS1 annotation,5,[M+NH4]+ [2M+Na]+ dm/z=397.24904
3762,3764,MS1 annotation,5,[M+NH4]+ [2M+H]+ dm/z=375.26713
3763,3764,MS1 annotation,5,[M+NH4]+ [M-2H2O+H]+ dm/z=53.04778
3813,3822,MS1 annotation,2,[M+Na]+ [M-H2O+2H]+2 dm/z=188.04552
3814,3827,MS1 annotation,4,[M+Na]+ [M-H2O+H]+ dm/z=39.9926
3814,3827,MS1 annotation,4,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.9926
3848,3851,MS1 annotation,3,[M+NH4]+ [M+H]+ dm/z=17.02658
3848,3851,MS1 annotation,3,[M+NH4]+ [2M+2H]+2 dm/z=17.02658
3850,3851,MS1 annotation,3,[M+NH4]+ [M-H2O+H]+ dm/z=35.03716
3850,3851,MS1 annotation,3,[M+NH4]+ [2M-2H2O+2H]+2 dm/z=35.03716
3865,3876,MS1 annotation,2,[M-H2O+NH4]+ [M+H]+ dm/z=0.98413
3865,3876,MS1 annotation,2,[M-H2O+NH4]+ [2M+2H]+2 dm/z=0.98413
3874,3876,MS1 annotation,2,[M+NH4]+ [M+H]+ dm/z=17.02665
3874,3876,MS1 annotation,2,[M+NH4]+ [2M+2H]+2 dm/z=17.02665
3884,3898,MS1 annotation,2,[M+Na]+ [M-H2O+H]+ dm/z=39.99264
3884,3898,MS1 annotation,2,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.99264
3902,3911,MS1 annotation,2,[M+NH4]+ [M+Na]+ dm/z=4.95549
3953,3954,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98197
4021,4022,MS1 annotation,2,[M+Na]+ [M+NH4]+ dm/z=4.95553
4058,4064,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98209
4058,4064,MS1 annotation,2,[M+Na]+ [2M+2H]+2 dm/z=21.98209
4073,4209,MS1 annotation,3,[M+Na]+ [M-H2O+H]+ dm/z=39.99281
4073,4076,MS1 annotation,3,[M+NH4]+ [M-H2O+H]+ dm/z=35.03725
4073,4209,MS1 annotation,3,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.99281
4073,4076,MS1 annotation,3,[M+NH4]+ [2M-2H2O+2H]+2 dm/z=35.03725
4076,4209,MS1 annotation,3,[M+Na]+ [M+NH4]+ dm/z=4.95556
4115,4131,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98202
4120,4153,MS1 annotation,5,[2M+2H]+2 [M+K]+ dm/z=37.95612
4120,4157,MS1 annotation,5,[M+Na]+ [M+K]+ dm/z=15.97411
4120,4138,MS1 annotation,5,[M-H2O+H]+ [M+K]+ dm/z=55.96671
4138,4157,MS1 annotation,5,[M+Na]+ [M-H2O+H]+ dm/z=39.9926
4138,4156,MS1 annotation,5,[M+NH4]+ [M-H2O+H]+ dm/z=35.03721
4146,4148,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98191
4153,4157,MS1 annotation,5,[M+Na]+ [M+H]+ dm/z=21.98201
4153,4156,MS1 annotation,5,[M+NH4]+ [M+H]+ dm/z=17.02662
4153,4157,MS1 annotation,5,[M+Na]+ [2M+2H]+2 dm/z=21.98201
4153,4156,MS1 annotation,5,[M+NH4]+ [2M+2H]+2 dm/z=17.02662
4156,4157,MS1 annotation,5,[M+Na]+ [M+NH4]+ dm/z=4.9554
4181,4271,MS1 annotation,2,[M+NH4]+ [M+Na]+ dm/z=4.95558
4225,4239,MS1 annotation,3,[M+Na]+ [M-H2O+H]+ dm/z=39.99273
4225,4239,MS1 annotation,3,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.99273
4233,4239,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98204
4233,4239,MS1 annotation,3,[M+Na]+ [2M+2H]+2 dm/z=21.98204
4250,4316,MS1 annotation,3,[M+NH4]+ [M+Na]+ dm/z=4.95545
4265,4268,MS1 annotation,2,[M+NH4]+ [M+Na]+ dm/z=4.95535
4281,4284,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98191
4290,4316,MS1 annotation,3,[M+NH4]+ [M+Na]+ dm/z=4.95542
4296,4297,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.98203
4296,4314,MS1 annotation,3,[2M-2H2O+2H]+2 [M+Na]+ dm/z=39.99265
4304,4305,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98197
4304,4305,MS1 annotation,2,[M+Na]+ [2M+2H]+2 dm/z=21.98197
4313,4325,MS1 annotation,2,[2M+2H]+2 [M+Na]+ dm/z=21.98197
4315,4332,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98204
4315,4332,MS1 annotation,3,[M+Na]+ [2M+2H]+2 dm/z=21.98204
4318,4324,MS1 annotation,3,[2M+2H]+2 [M+Na]+ dm/z=21.982
4324,4400,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.982
4324,4400,MS1 annotation,3,[M+Na]+ [2M+2H]+2 dm/z=21.982
4332,4333,MS1 annotation,3,[2M-2H2O+2H]+2 [M+Na]+ dm/z=39.99285
4354,4381,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98204
4354,4381,MS1 annotation,2,[M+Na]+ [2M+2H]+2 dm/z=21.98204
4403,4407,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.9819
4407,4410,MS1 annotation,3,[M+NH4]+ [M+H]+ dm/z=17.02653
4415,4474,MS1 annotation,7,[M+Na]+ [M+NH4]+ dm/z=4.95541
4415,4552,MS1 annotation,7,[2M-2H2O+2H]+2 [M+NH4]+ dm/z=35.03723
4415,4416,MS1 annotation,7,[M-2H2O+H]+ [M+NH4]+ dm/z=53.0479
4415,4463,MS1 annotation,7,[M-H2O+H]+ [M+NH4]+ dm/z=35.03723
4416,4474,MS1 annotation,7,[M+Na]+ [M-2H2O+H]+ dm/z=58.00331
4416,4472,MS1 annotation,7,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0479
4425,4427,MS1 annotation,2,[2M+2H]+2 [M+Na]+ dm/z=21.98167
4432,4463,MS1 annotation,7,[M-H2O+H]+ [M+Na]+ dm/z=39.99265
4432,4472,MS1 annotation,7,[M+NH4]+ [M+Na]+ dm/z=4.95542
4441,4455,MS1 annotation,3,[M+NH4]+ [M-H2O+H]+ dm/z=35.03721
4441,4497,MS1 annotation,3,[M+Na]+ [M-H2O+H]+ dm/z=39.99254
4441,4455,MS1 annotation,3,[M+NH4]+ [2M-2H2O+2H]+2 dm/z=35.03721
4441,4497,MS1 annotation,3,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.99254
4455,4497,MS1 annotation,3,[M+Na]+ [M+NH4]+ dm/z=4.95534
4463,4474,MS1 annotation,7,[M+Na]+ [M-H2O+H]+ dm/z=39.99264
4463,4472,MS1 annotation,7,[M+NH4]+ [M-H2O+H]+ dm/z=35.03723
4472,4474,MS1 annotation,7,[M+Na]+ [M+NH4]+ dm/z=4.95541
4472,4552,MS1 annotation,7,[2M-2H2O+2H]+2 [M+NH4]+ dm/z=35.03723
4474,4552,MS1 annotation,7,[2M-2H2O+2H]+2 [M+Na]+ dm/z=39.99264
4488,4496,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98213
4489,4490,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98198
4519,4521,MS1 annotation,4,[M+NH4]+ [M-H2O+H]+ dm/z=35.03724
4519,4619,MS1 annotation,4,[M+Na]+ [M-H2O+H]+ dm/z=39.99263
4519,4521,MS1 annotation,4,[M+NH4]+ [2M-2H2O+2H]+2 dm/z=35.03724
4519,4619,MS1 annotation,4,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.99263
4521,4600,MS1 annotation,4,[2M+2H]+2 [M+NH4]+ dm/z=17.02665
4521,4619,MS1 annotation,4,[M+Na]+ [M+NH4]+ dm/z=4.95539
4554,4562,MS1 annotation,2,[2M-2H2O+2H]+2 [M+Na]+ dm/z=39.99273
4555,4559,MS1 annotation,2,[2M+2H]+2 [M+Na]+ dm/z=21.98194
4561,4566,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98231
4561,4566,MS1 annotation,2,[M+Na]+ [2M+2H]+2 dm/z=21.98231
4583,4584,MS1 annotation,2,[2M+2H]+2 [M+NH4]+ dm/z=17.02666
4591,4597,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98199
4601,4603,MS1 annotation,2,[2M+2H]+2 [M+NH4]+ dm/z=17.02662
4615,4620,MS1 annotation,2,[M+Na]+ [M-H2O+H]+ dm/z=39.99191
4615,4620,MS1 annotation,2,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.99191
4624,4628,MS1 annotation,2,[M+Na]+ [M+NH4]+ dm/z=4.95545
4646,4647,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98202
4660,4692,MS1 annotation,3,[M+NH4]+ [M+Na]+ dm/z=4.95541
4660,4684,MS1 annotation,3,[2M+2H]+2 [M+Na]+ dm/z=21.98244
4677,4681,MS1 annotation,3,[2M+2H]+2 [M+NH4]+ dm/z=17.02666
4677,4680,MS1 annotation,3,[M+Na]+ [M+NH4]+ dm/z=4.95532
4680,4681,MS1 annotation,3,[2M+2H]+2 [M+Na]+ dm/z=21.98198
4684,4692,MS1 annotation,3,[M+NH4]+ [M+H]+ dm/z=17.02702
4684,4692,MS1 annotation,3,[M+NH4]+ [2M+2H]+2 dm/z=17.02702
4696,4698,MS1 annotation,2,[M+NH4]+ [M+H]+ dm/z=17.02666
4696,4698,MS1 annotation,2,[M+NH4]+ [2M+2H]+2 dm/z=17.02666
4734,4740,MS1 annotation,2,[M+NH4]+ [M+H]+ dm/z=17.0266
4735,4739,MS1 annotation,2,[M+NH4]+ [M+H]+ dm/z=17.02656
4736,4738,MS1 annotation,4,[M+NH4]+ [M-H2O+H]+ dm/z=35.03718
4736,4738,MS1 annotation,4,[M+NH4]+ [2M-2H2O+2H]+2 dm/z=35.03718
4737,4738,MS1 annotation,4,[M+NH4]+ [M+H]+ dm/z=17.02666
4738,4745,MS1 annotation,4,[M-H2O+2H]+2 [M+NH4]+ dm/z=257.09438
4786,4788,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98197
4786,4788,MS1 annotation,2,[M+Na]+ [2M+2H]+2 dm/z=21.98197
4794,4795,MS1 annotation,2,[2M+2H]+2 [M+Na]+ dm/z=21.98197
4846,4847,MS1 annotation,4,[M+NH4]+ [M-H2O+H]+ dm/z=35.03726
4846,4939,MS1 annotation,4,[M+Na]+ [M-H2O+H]+ dm/z=39.99308
4846,4847,MS1 annotation,4,[M+NH4]+ [2M-2H2O+2H]+2 dm/z=35.03726
4846,4939,MS1 annotation,4,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.99308
4870,4939,MS1 annotation,4,[M+Na]+ [M+H]+ dm/z=21.98242
4944,4981,MS1 annotation,2,[M-2H2O+H]+ [M+Na]+ dm/z=58.00313
4973,4974,MS1 annotation,2,[2M+2H]+2 [M+Na]+ dm/z=21.98218
5002,5003,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98264
5050,5051,MS1 annotation,2,[M+Na]+ [M-H2O+H]+ dm/z=39.99252
5050,5051,MS1 annotation,2,[M+Na]+ [2M-2H2O+2H]+2 dm/z=39.99252
5099,5100,MS1 annotation,2,[M+H]+ [M+NH4]+ dm/z=17.02665
5229,5259,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98202
5248,5249,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98191
5248,5249,MS1 annotation,2,[M+Na]+ [2M+2H]+2 dm/z=21.98191
5327,5344,MS1 annotation,2,[M+NH4]+ [M+H]+ dm/z=17.02664
5327,5344,MS1 annotation,2,[M+NH4]+ [2M+2H]+2 dm/z=17.02664
5334,5363,MS1 annotation,2,[M+NH4]+ [M+H]+ dm/z=17.02658
5334,5363,MS1 annotation,2,[M+NH4]+ [2M+2H]+2 dm/z=17.02658
5370,5383,MS1 annotation,2,[2M+2H]+2 [M+NH4]+ dm/z=17.02664
5384,5391,MS1 annotation,2,[2M+2H]+2 [M+NH4]+ dm/z=17.02658
5443,5446,MS1 annotation,3,[2M+2H]+2 [M+NH4]+ dm/z=17.02664
5444,5455,MS1 annotation,2,[M+H]+ [M+NH4]+ dm/z=17.02705
5446,5462,MS1 annotation,3,[M+NH4]+ [M+H]+ dm/z=17.02663
5446,5462,MS1 annotation,3,[M+NH4]+ [2M+2H]+2 dm/z=17.02663
5472,5477,MS1 annotation,3,[M+NH4]+ [M+H]+ dm/z=17.02659
5472,5477,MS1 annotation,3,[M+NH4]+ [2M+2H]+2 dm/z=17.02659
5477,5493,MS1 annotation,3,[2M+2H]+2 [M+NH4]+ dm/z=17.02659
5555,5577,MS1 annotation,3,[M+NH4]+ [M+H]+ dm/z=17.02659
5555,5577,MS1 annotation,3,[M+NH4]+ [2M+2H]+2 dm/z=17.02659
5577,5591,MS1 annotation,3,[2M+2H]+2 [M+NH4]+ dm/z=17.02659
5651,5654,MS1 annotation,2,[M-H2O+Na]+ [M+H]+ dm/z=3.97112
5691,5700,MS1 annotation,3,[M+Na]+ [M+2H]+2 dm/z=162.93335
5691,5698,MS1 annotation,3,[M+Na]+ [M+2H]+2 dm/z=162.93335
5691,5695,MS1 annotation,3,[2M-2H2O+H]+ [M-H+2Na]+ dm/z=17.00281
5691,5696,MS1 annotation,3,[2M-H2O+H]+ [M-H+2Na]+ dm/z=35.01335
5691,5700,MS1 annotation,3,[2M+Na]+ [M+H]+ dm/z=162.93335
5691,5698,MS1 annotation,3,[2M+Na]+ [M+H]+ dm/z=162.93335
5693,5700,MS1 annotation,3,[2M-2H2O+Na]+ [M+H]+ dm/z=144.92265
5693,5698,MS1 annotation,3,[2M-2H2O+Na]+ [M+H]+ dm/z=144.92265
5693,5696,MS1 annotation,2,[2M-3H2O+H]+ [M-H+2Na]+ dm/z=17.00265
